SN,MPLS/Switch,Full SOLAR POP,Down Time,Up Time,Type,Region,Reason/Issue,Date,Duration,Remarks(from mail if any),Category,,Down Count
21,mbhojpur <->mdatahub -WSN Fiber,,5/1/2025 10:55:28,5/1/2025 11:05:28,Link Down,********,Unknown,18th Baisakh,"0 days, 00 hrs, 10 min",We have informed to WSN.,Unknown,0.006944444445,1
22,mdiktel-mhaleshi-sw1,,4/30/2025 22:23:27,5/1/2025 18:09:00,Link Down,********,Wireless Issue,18th Baisakh,"0 days, 19 hrs, 45 min",Interface down at diktel side so this has been inform to diwakar today evening reached at diktel to look into this issue.,Wireless,0.8232986111,1
23,mphidimdanda-sw1,FALSE,5/1/2025 12:05:16,5/7/2025 6:06:00,Switch,Eastern Region,UPS Damage,18th Baisakh,"5 days, 18 hrs, 00 min","We have already informed Ram Prakash Ji to replace the UPS in order to stabilize the host. However, this process may take 1–2 days. For now, the host will only be reachable once the CT line connection is established.
Unfortunately, local support (Basanta Ji) has not responded, so we are currently unable to proceed with further updates. We will share more information as soon as we receive a call from the local support team.",Power,5.750509259,2
24,mchapur - mmalangwa [20G]---optical,,5/1/2025 9:38:00,5/31/2025 18:42:17,Optical Power,********,Optical Power,18th Baisakh,"30 days, 09 hrs, 04 min","As per Digendra Ji, fiber breakage measure at multiple places. Team is working on it. ETR 3-4 hrs.",Fiber,30.37797454,1
25,mbanepa <->msanothimi [10G] || mbanepa<->mdhulikhel [10G],,5/1/2025 13:43:46,5/1/2025 15:02:18,Link Down,********,Fiber Breakage,18th Baisakh,"0 days, 01 hrs, 18 min",,Fiber,0.05453703704,1
26,mhetauda-warehouse-sw1,FALSE,5/1/2025 13:52:00,5/1/2025 14:07:35,Switch,Central Region,Rebooted,18th Baisakh,"0 days, 00 hrs, 15 min",,Power,0.01082175926,11
27,mdhunche-sw1,FALSE,5/1/2025 14:01:55,5/2/2025 12:41:00,Switch,Highway PoP,Pole shifting,18th Baisakh,"0 days, 22 hrs, 39 min","As per Rajkumar dai ,Pole shifting is going on at gumba danda on the way to dhunche .It is getting difficult to work over there until NEA finishes its tasks .Link will be restored within 3-4 hrs approx.",Fiber,0.9438078704,6
28,msardi-sw1,FALSE,5/1/2025 14:19:23,5/1/2025 14:51:33,Switch,Western Region,Rebooted,18th Baisakh,"0 days, 00 hrs, 32 min",,Power,0.02233796297,32
29,mdaphelake-sw1,TRUE,5/1/2025 14:22:41,5/2/2025 8:05:01,Switch,Far Western Region,Rebooted,18th Baisakh,"0 days, 17 hrs, 42 min",,Power,0.7377314815,20
30,mchabahil - msundarijal [10G],,5/1/2025 14:08:02,5/1/2025 17:18:02,Link Down,********,Fiber Breakage,18th Baisakh,"0 days, 03 hrs, 10 min",Chabahil pop - 4.9 km || Team are checking on it .,Fiber,0.1319444444,3
31,mbaniyani-sw1,FALSE,5/1/2025 14:37:02,5/1/2025 19:01:29,Switch,Eastern Region,Optical Power,18th Baisakh,"0 days, 04 hrs, 24 min",Team is still working on this segment for optical power manage,Fiber,0.1836458333,5
32,mjantilake-sw1,FALSE,5/1/2025 15:20:46,5/1/2025 19:06:22,Switch,Far Western Region,Manual Down/Weather,18th Baisakh,"0 days, 03 hrs, 45 min","As per Bhuwan ji, host were manually down due to weather issue(thunderstorm and lightning). He will manually ON the power after weather becomes clear.",Manual Down,0.1566666667,13
33,mchandragadi-dls-sw1 - mbaniyani-sw1,,5/1/2025 15:39:00,5/1/2025 19:01:29,Optical Power,********,Optical Power,18th Baisakh,"0 days, 03 hrs, 22 min",,Fiber,0.1406134259,1
34,mrukumkot-sw1,FALSE,5/1/2025 15:30:29,5/1/2025 16:55:41,Switch,Far Western Region,Unknown,18th Baisakh,"0 days, 01 hrs, 25 min",,Unknown,0.05916666667,10
35,mbhairahawa-wireless-sw1,FALSE,5/1/2025 16:14:00,5/1/2025 17:02:24,Switch,Western Region,Rebooted,18th Baisakh,"0 days, 00 hrs, 48 min",,Power,0.03361111111,17
36,mnaudanda,FALSE,5/1/2025 16:15:00,5/1/2025 16:59:02,MPLS,********,CT Line Issue/Backup Drained,18th Baisakh,"0 days, 00 hrs, 44 min","As per anmol ji, host got affected due to absence of ct line and backup drain. Host got reachable after resuming ct line.",Power,0.0305787037,6
37,GMR-Nepal-Himal-Hydropower-Kupondole-Height-Lalitpur-Bharti-E1 - mpulchowk-dls-sw2,,5/1/2025 16:15:00,5/1/2025 16:29:00,Link Down,********,Unknown,18th Baisakh,"0 days, 00 hrs, 14 min",,Unknown,0.009722222218,3
38,msardi-sw1,FALSE,5/1/2025 16:18:00,5/1/2025 16:43:43,Switch,Western Region,CT Line Issue/Backup Drained,18th Baisakh,"0 days, 00 hrs, 25 min",,Power,0.01785879629,32
39,mbanepa <->msuryabinayak [10G],,5/1/2025 17:05:47,5/3/2025 12:45:55,Link Down,********,Optical Power,18th Baisakh,"1 days, 19 hrs, 40 min",Team is working . ,Fiber,1.819537037,4
40,mjalbire - mkhadichaur [10G],,5/1/2025 17:09:02,5/2/2025 16:02:18,Link Down,********,Fiber Breakage,18th Baisakh,"0 days, 22 hrs, 53 min","As per Subhash Jee, Link is affected due to fiber breakages at Fulping danda and team are working for the same. ETR 2 hours.",Fiber,0.9536574074,1
41,mlahan-office-sw1,FALSE,5/1/2025 17:01:25,5/1/2025 17:29:34,Switch,********,CT Line Issue/Backup Drained,18th Baisakh,"0 days, 00 hrs, 28 min","As per Prabin ji, there is no ct line so the host got down after backup drain.He is saying ct line will resume till 6/7 pm.",Power,0.01954861111,3
42,mchautara,FALSE,5/1/2025 18:03:15,5/1/2025 19:23:28,MPLS,Central Region,CT Line Issue/Backup Drained,18th Baisakh,"0 days, 01 hrs, 20 min",,Power,0.05570601852,1
43,msirdibas-sw1,TRUE,5/1/2025 18:08:57,5/2/2025 8:01:11,Switch,Gorkha NTA,Rebooted,18th Baisakh,"0 days, 13 hrs, 52 min",,Power,0.5779398148,30
44,mmalekhu - mkurintar-dls-sw1 [10G],,5/1/2025 18:42:00,5/20/2025 17:42:15,Link Down,********,Fiber Issue,18th Baisakh,"18 days, 23 hrs, 00 min","As per Mahesh Jee, Today he is outside from his working area. So, matter will be look tomorrow only.",Fiber,18.95850694,3
45,mpanchkhal - mdolalghat [10G],,5/1/2025 19:04:45,5/2/2025 14:15:38,Link Down,********,Fiber Breakage,18th Baisakh,"0 days, 19 hrs, 10 min",Informed to Badri dai,Fiber,0.799224537,1
46,mmaharajgunj-te-0-0-0-7:To-mgongabu-xe-2-0-1-LAG-[10G],,5/1/2025 19:41:18,5/1/2025 20:35:00,Traffic Congestion,********,Congestion,18th Baisakh,"0 days, 00 hrs, 53 min",,Traffic Issue,0.03729166667,1
47,mbrt-bmc-sw1,FALSE,5/1/2025 20:12:38,5/2/2025 11:24:00,Switch,Eastern Region,Fiber Issue,18th Baisakh,"0 days, 15 hrs, 11 min",,Fiber,0.6328935185,1
48,mduhabi - mbrt [20G] SUBISU-Fiber-SL,,5/1/2025 20:10:18,5/2/2025 11:19:00,Link Down,********,Fiber Issue,18th Baisakh,"0 days, 15 hrs, 08 min",,Fiber,0.6310416667,1
49,mkawaswoti-te-0-3-0-0-connected -to-ae4-3841.mdatahub,,5/1/2025 20:34:01,5/1/2025 21:45:00,Traffic Congestion,********,Congestion,18th Baisakh,"0 days, 01 hrs, 10 min",,Traffic Issue,0.04929398148,1
50,mchatara - mfattepur[10G],,5/1/2025 21:05:00,5/2/2025 16:47:00,Link Down,********,Fiber Breakage,18th Baisakh,"0 days, 19 hrs, 42 min","As per Lalan jee, Link is affected due to fiber breakages at Tiljuga bridge. etr 3 hours",Fiber,0.8208333333,1
51,mtipling-sw1,TRUE,5/1/2025 20:49:55,5/1/2025 21:41:04,Switch,Dhading NTA,Full Solar POP,18th Baisakh,"0 days, 00 hrs, 51 min",,Power,0.03552083333,2
52,mrupani - mdharan[50G],,5/1/2025 21:15:50,5/2/2025 15:50:56,Link Down,********,Fiber Breakage,18th Baisakh,"0 days, 18 hrs, 35 min",Call not received by Lalan jee at the moment. Information shared via Viber.,Fiber,0.774375,1
53,mbirgunj-nea-NDS-for-Transit-40G-via-Adarshanagar,,5/1/2025 21:42:00,5/2/2025 12:09:47,Link Down,********,Unknown,18th Baisakh,"0 days, 14 hrs, 27 min",Informed to Kundan Jee.,Unknown,0.6026273148,1
54,mkataridanda-sw1,FALSE,5/1/2025 22:53:23,5/2/2025 6:24:00,Switch,Eastern Region,Rebooted,18th Baisakh,"0 days, 07 hrs, 30 min",,Power,0.3129282407,34
1,msardi-sw1,FALSE,5/2/2025 1:51:00,5/2/2025 2:28:00,Switch,Western Region,Rebooted,19th Baisakh,"0 days, 00 hrs, 37 min",,Power,0.02569444445,32
2,mchaukhutte-sw1,TRUE,5/2/2025 2:39:02,5/2/2025 7:15:00,Switch,Far Western Region,Rebooted,19th Baisakh,"0 days, 04 hrs, 35 min",,Power,0.1916435185,8
3,msardi-sw1,FALSE,5/2/2025 2:43:00,5/2/2025 2:55:08,Switch,Western Region,Rebooted,19th Baisakh,"0 days, 00 hrs, 12 min",,Power,0.008425925931,32
4,mpepsicola - mjorpati [10G],,5/2/2025 5:48:00,5/2/2025 12:17:18,Link Down,********,Fiber Breakage,19th Baisakh,"0 days, 06 hrs, 29 min",Fiber Breakages is measured at the distance of 3136 m from Pepsicola pop. ETR 1-2 hours.,Fiber,0.2703472222,1
5,msoaltee-sw2,FALSE,5/2/2025 7:29:00,5/2/2025 7:49:00,Switch,********,Rebooted,19th Baisakh,"0 days, 00 hrs, 20 min",,Power,0.01388888889,1
6,msakhu - msundarijal [10G],,5/2/2025 7:46:00,5/2/2025 18:21:31,Link Down,********,Fiber Breakage,19th Baisakh,"0 days, 10 hrs, 35 min",Still all team are engaged on multiple breakages. We will update on this once the team gets managed.,Fiber,0.4413310185,1
7,mrukumkot-sw1,FALSE,5/2/2025 7:52:49,5/2/2025 14:01:00,Switch,Far Western Region,Fiber Burnt,19th Baisakh,"0 days, 06 hrs, 08 min","As per Raj Kumar Jee, Link is affected due to fiber breakages at Basikot and team are on the way to look into the issue. ETR :- not mentioned.",Fiber,0.2556828704,10
8,mranibari - mbalaju [10G],,5/2/2025 8:34:00,5/3/2025 12:18:00,Link Down,********,Fiber Breakage,19th Baisakh,"1 days, 03 hrs, 44 min",Kalanki team have been assigned for the task. ,Fiber,1.155555556,1
9,mtadi - mbharatpur-nea [10G],,5/2/2025 8:33:00,5/2/2025 13:04:00,Link Down,********,Fiber Breakage,19th Baisakh,"0 days, 04 hrs, 31 min","""Team is looking into the issue. We will update you accordingly. """,Fiber,0.1881944444,1
10,mcharali-sw1,FALSE,5/2/2025 8:48:57,5/2/2025 9:00:49,Switch,Eastern Region,Rebooted,19th Baisakh,"0 days, 00 hrs, 11 min",,Power,0.008240740739,18
11,mpokhara-satmane-sw1,FALSE,5/2/2025 9:05:00,5/2/2025 10:57:10,Switch,Western Region,Unknown,19th Baisakh,"0 days, 01 hrs, 52 min",,Unknown,0.07789351852,2
12,mkurintar,FALSE,5/2/2025 10:13:00,5/2/2025 10:22:00,MPLS,Highway PoP,UPS Issue,19th Baisakh,"0 days, 00 hrs, 09 min",,Power,0.006249999999,10
13,mholleri-sw1,FALSE,5/2/2025 10:49:33,5/2/2025 11:00:11,Switch,Western Region,Rebooted,19th Baisakh,"0 days, 00 hrs, 10 min",,Power,0.007384259261,4
14,mkhawadanda-sw1,FALSE,5/2/2025 11:52:41,5/2/2025 12:19:34,Switch,Central Region,Rebooted,19th Baisakh,"0 days, 00 hrs, 26 min",,Power,0.01866898148,20
15,mlahachhewar-sw1,FALSE,5/2/2025 12:01:18,5/2/2025 13:06:53,Switch,********,Unknown,19th Baisakh,"0 days, 01 hrs, 05 min",,Unknown,0.04554398148,7
16,mkhijidemba-sw1,,5/2/2025 12:36:55,5/2/2025 20:49:15,Switch,********,Manual Down/Weather,19th Baisakh,"0 days, 08 hrs, 12 min",,Manual Down,0.3418981482,5
17,mbelbari - mletang || mbelbari - mpathari,,5/2/2025 12:51:00,5/2/2025 12:55:00,Link Down,********,Fiber Breakage,19th Baisakh,"0 days, 00 hrs, 04 min",,Fiber,0.00277777778,1
18,mchapagaun - mgwarko,,5/2/2025 13:02:00,5/2/2025 20:24:56,Link Down,********,Pole shifting,19th Baisakh,"0 days, 07 hrs, 22 min",Link is down due to due to pole shifting if possible Link will be maintained by evening otherwise tomorrow,Fiber,0.3075925926,1
19,mchapagaun-dls-sw1 - mgodawari-sw1,,5/2/2025 13:02:00,5/2/2025 21:19:02,Link Down,********,Fiber Breakage,19th Baisakh,"0 days, 08 hrs, 17 min",Link is down due to due to pole shifting if possible Link will be maintained by evening otherwise tomorrow,Fiber,0.345162037,2
20,msanothimi - mpepsicola [10G],,5/2/2025 13:10:15,5/2/2025 13:10:15,Link Flap,********,Link Flap,19th Baisakh,"0 days, 00 hrs, 00 min",,Link Issue,0,1
21,mbalaju - mmaharajgunj[100G],,5/2/2025 13:48:00,5/2/2025 16:42:44,Link Down,********,Unknown,19th Baisakh,"0 days, 02 hrs, 54 min",Informed to Baluwatar team c,Unknown,0.1213425926,4
22,mairport-tia-WL-sw3,,5/2/2025 13:47:45,5/2/2025 14:33:04,Switch,********,Rebooted,19th Baisakh,"0 days, 00 hrs, 45 min",,Power,0.03146990741,26
23,mokhaldhunga-sw1,FALSE,5/2/2025 14:21:36,5/2/2025 17:44:05,Switch,Eastern Region,Unknown,19th Baisakh,"0 days, 03 hrs, 22 min",,Unknown,0.1406134259,10
24,mramechhap-sw1,FALSE,5/2/2025 14:32:01,5/2/2025 14:37:01,Switch,Central Region,Unknown,19th Baisakh,"0 days, 00 hrs, 05 min",,Unknown,0.003472222226,16
25,mrukumkot-sw1-mmusikotbazaar-sw1,,5/2/2025 14:09:00,5/4/2025 13:57:45,Optical Power,********,Optical Power,19th Baisakh,"1 days, 23 hrs, 48 min",call made to Rajkumar ji is not reachable  at the moment ,Fiber,1.9921875,1
26,mbouddha-sw1 - mpepsicola-sw1,,5/2/2025 11:22:48,5/2/2025 17:07:55,Link Down,********,Fiber Breakage,19th Baisakh,"0 days, 05 hrs, 45 min",,Fiber,0.2396643519,1
27,mhaleshi-sw1,FALSE,5/2/2025 14:47:17,5/2/2025 17:39:47,Switch,Eastern Region,Rebooted,19th Baisakh,"0 days, 02 hrs, 52 min",,Power,0.1197916667,18
28,mkataridanda-sw1,FALSE,5/2/2025 14:59:33,5/2/2025 16:50:33,Switch,Eastern Region,Manual Down/Weather,19th Baisakh,"0 days, 01 hrs, 51 min",,Manual Down,0.07708333334,34
29,mmurtidanda-sw1,FALSE,5/2/2025 15:17:59,5/2/2025 20:35:43,Switch,Eastern Region,Manual Down,19th Baisakh,"0 days, 05 hrs, 17 min",Local support is not in home and he will come till 8 PM and look into issue.,Maintainance,0.2206481481,10
30,mmalekhu,FALSE,5/2/2025 15:46:12,5/2/2025 17:55:58,MPLS,Highway PoP,Rebooted,19th Baisakh,"0 days, 02 hrs, 09 min",,Power,0.09011574074,3
31,mkohalpurnmc-sw1,FALSE,5/2/2025 15:20:59,5/3/2025 10:33:32,Switch,Far Western Region,Fiber Breakage,19th Baisakh,"0 days, 19 hrs, 12 min","As per Shankar ji, support calls is not being received. He will update us after coordinating with support.",Fiber,0.8003819444,1
32,mprabash-sw1,FALSE,5/2/2025 15:54:39,5/3/2025 15:40:14,Switch,Western Region,No Backup,19th Baisakh,"0 days, 23 hrs, 45 min","As per Milan ji , today team are on leave due to weekly off . However he will confirm and update . ",Power,0.9899884259,2
33,mmalekhu,FALSE,5/2/2025 15:46:31,5/2/2025 15:55:17,MPLS,Highway PoP,Rebooted,19th Baisakh,"0 days, 00 hrs, 08 min",,Power,0.006087962967,3
34,mdeuralibazaar-sw1,FALSE,5/2/2025 16:19:42,5/2/2025 17:30:55,Switch,Central Region,Manual Down/Weather,19th Baisakh,"0 days, 01 hrs, 11 min","As per Lakpa ji, he has manually shut down the system due to bad weather.",Manual Down,0.04945601852,15
35,mpanchkhal - mdolalghat [10G] || Optical Power,,5/2/2025 14:15:38,5/5/2025 15:01:00,Optical Power,********,Optical Power,19th Baisakh,"3 days, 00 hrs, 45 min","As per Pradip ji, Team is buy with another task Team will do the needful tomorrow ",Fiber,3.03150463,1
36,mbal-mbutwal-dh[100g],,5/2/2025 16:41:52,5/7/2025 14:54:05,Link Down,********,Card Issue,19th Baisakh,"4 days, 22 hrs, 12 min",We have send below goods to bhairahawa via buddha Air.,Device,4.925150463,1
37,mbalaju - mmaharajgunj[100G] || Optical Power,,5/2/2025 16:42:44,5/5/2025 12:35:00,Optical Power,********,Optical Power,19th Baisakh,"2 days, 19 hrs, 52 min",Team is busy with another task due to massive fiber breakage Team will do the needful tomorrow ,Fiber,2.827962963,1
38,mbhumahi-sw1,FALSE,5/2/2025 17:25:57,5/2/2025 19:43:58,Switch,Western Region,Fiber Issue,19th Baisakh,"0 days, 02 hrs, 18 min","As per Dinesh ji, there is fiber issue.",Fiber,0.0958449074,5
39,mcharali-sw1,FALSE,5/2/2025 17:28:16,5/2/2025 18:02:00,Switch,Eastern Region,Unknown,19th Baisakh,"0 days, 00 hrs, 33 min",,Unknown,0.02342592592,18
40,mjaleshwore - mjanakpur[20G],,5/2/2025 11:28:00,5/3/2025 18:03:19,Optical Power,********,Fiber Issue,19th Baisakh,"1 days, 06 hrs, 35 min",Call not received by Laxman Jee at the moment. We will update once the call gets received.,Fiber,1.274525463,1
41,mshivgunj-sw1,,5/2/2025 18:08:15,5/2/2025 19:06:51,Switch,********,No Backup,19th Baisakh,"0 days, 00 hrs, 58 min",We didn't have backup for this switch.,Power,0.04069444445,4
42,mairport-tia-WL-sw3,,5/2/2025 17:47:50,5/2/2025 18:38:05,Switch,********,Rebooted,19th Baisakh,"0 days, 00 hrs, 50 min",,Power,0.03489583333,26
43,msirdibas-sw1,TRUE,5/2/2025 18:11:11,5/3/2025 8:03:26,Switch,Gorkha NTA,Full Solar POP,19th Baisakh,"0 days, 13 hrs, 52 min",,Power,0.5779513889,30
44,mokhaldhunga-sw1,FALSE,5/2/2025 18:04:05,5/2/2025 18:22:08,Switch,Eastern Region,Rebooted,19th Baisakh,"0 days, 00 hrs, 18 min",,Power,0.01253472222,10
45,msardi-sw1,FALSE,5/2/2025 18:24:00,5/2/2025 18:39:38,Switch,Western Region,Rebooted,19th Baisakh,"0 days, 00 hrs, 15 min",,Power,0.01085648148,32
47,mdamak - mitahari [30G] - BL Fiber || optical issue,,5/2/2025 18:28:00,5/15/2025 15:10:00,CRC,********,CRC Issue,19th Baisakh,"12 days, 20 hrs, 42 min"," Update from BL, ""Our local team is coordinating with your team to maintain the link.""",Fiber,12.8625,1
48,mdaphelake-sw1,TRUE,5/2/2025 18:35:13,5/3/2025 7:26:30,Switch,Far Western Region,Full Solar POP,19th Baisakh,"0 days, 12 hrs, 51 min",,Power,0.5356134259,20
49,te-0/0/0/17.msoaltee <-> te-0/0/0/3.mswitchatar-LAG-bu4,,5/2/2025 19:11:12,5/2/2025 20:20:00,Traffic Congestion,********,Congestion,19th Baisakh,"0 days, 01 hrs, 08 min",,Traffic Issue,0.04777777778,1
50,mbal-xe-4-0-8:To-mgongabu-xe-2-0-0-LAG-ae19,,5/2/2025 20:31:29,5/2/2025 20:45:00,Traffic Congestion,********,Congestion,19th Baisakh,"0 days, 00 hrs, 13 min",,Traffic Issue,0.009386574078,1
51,mchaukhutte-sw1,TRUE,5/2/2025 21:01:12,5/3/2025 7:33:26,Switch,Far Western Region,Full Solar POP,19th Baisakh,"0 days, 10 hrs, 32 min",,Power,0.4390509259,8
52,mkataridanda-sw1,FALSE,5/2/2025 23:11:34,5/3/2025 6:27:35,Switch,Eastern Region,Manual Down/Weather,19th Baisakh,"0 days, 07 hrs, 16 min",,Manual Down,0.3027893519,34
1,mbhairahawa-wireless-sw1,FALSE,5/3/2025 1:32:00,5/3/2025 1:40:00,Switch,Western Region,Rebooted,20th Baisakh,"0 days, 00 hrs, 08 min",,Power,0.005555555559,17
2,mdamak - mletang [10G] || mdamak - mpathari [10G],,5/3/2025 1:47:00,5/3/2025 13:45:13,Link Down,********,Fiber Issue,20th Baisakh,"0 days, 11 hrs, 58 min","As per Bijay Jee, Team is working. ETR till evening.",Fiber,0.4987615741,1
3,mgulmi,FALSE,5/3/2025 2:00:00,5/3/2025 2:10:00,MPLS,Western Region,Rebooted,20th Baisakh,"0 days, 00 hrs, 10 min",,Power,0.006944444445,1
4,msardi-sw1,FALSE,5/3/2025 2:05:00,5/3/2025 2:08:00,Switch,Western Region,Rebooted,20th Baisakh,"0 days, 00 hrs, 03 min",,Power,0.002083333333,32
5,mbal - mmaharajgunj [10G],,5/3/2025 2:22:00,5/3/2025 10:21:38,Link Down,********,Unknown,20th Baisakh,"0 days, 07 hrs, 59 min",Baluwatar POP -4.2 km || Team will check the issue . ,Unknown,0.3330787037,3
6,et-1/1/0 Connected-to-NDS-for-Transit-40G-via-Adarshanagar at-mbirgunj-nea,,5/3/2025 3:47:00,5/3/2025 7:50:00,Link Down,********,Fiber Breakage,20th Baisakh,"0 days, 04 hrs, 03 min",,Fiber,0.16875,2
7,mraksirang-sw1,TRUE,5/3/2025 4:33:28,5/3/2025 10:05:39,Switch,Makawanpur NTA,Rebooted,20th Baisakh,"0 days, 05 hrs, 32 min",,Power,0.2306828704,5
8,msurunga-dls-sw1 - mbirtamode,,5/3/2025 6:34:10,5/3/2025 16:49:04,Link Down,********,Fiber Issue,20th Baisakh,"0 days, 10 hrs, 14 min","As per Prish Jee, They are working for the same. ETR 1 hour.",Fiber,0.4270138889,1
9,mbrt-nmc-sw2,FALSE,5/3/2025 8:43:45,5/3/2025 9:36:43,Switch,Eastern Region,CT Line Issue/Backup Drained,20th Baisakh,"0 days, 00 hrs, 52 min",,Power,0.03678240741,3
10,msakhu - mjorpati [10G],,5/3/2025 9:19:08,5/4/2025 13:57:00,Link Down,********,Fiber Breakage,20th Baisakh,"1 days, 04 hrs, 37 min","Still all team are engaged on multiple breakages. So, Matter will be checked tomorrow only.",Fiber,1.192962963,1
11,mmanahari - mbhandara [10G],,5/3/2025 9:20:51,5/4/2025 13:11:00,Link Down,********,Fiber Breakage,20th Baisakh,"1 days, 03 hrs, 50 min","As per Amar Jee, All staffs are on leave today due to weekly off. So, matter will be checked tomorrow at morning time",Fiber,1.159826389,3
12,mkohalpurnmc-sw1 - mkohalpur-dls-sw1 || Optical Power,,5/3/2025 10:38:00,5/7/2025 9:00:00,Optical Power,********,Unknown,20th Baisakh,"3 days, 22 hrs, 22 min","As per Binod ji , he will plan for some other days as team need to work for another task . ",Unknown,3.931944444,1
13,mbrt-nmc-sw2,FALSE,5/3/2025 10:45:55,5/3/2025 15:48:05,Switch,Eastern Region,CT Line Issue,20th Baisakh,"0 days, 05 hrs, 02 min",,Power,0.209837963,3
14,mbaluwakhani-sw1 <->mchabahil,,5/3/2025 11:20:33,5/3/2025 13:24:32,Link Down,********,Fiber Breakage,20th Baisakh,"0 days, 02 hrs, 03 min", Fiber Breakages is measured at the distance of 1711 mtr from chabahil pop.. ETR 1-2 hours.,Fiber,0.08609953704,3
15,mrukumkot-sw1,FALSE,5/3/2025 11:57:53,5/3/2025 12:38:03,Switch,Far Western Region,Fiber Issue,20th Baisakh,"0 days, 00 hrs, 40 min",,Fiber,0.02789351852,10
16,mlahachhewar-sw1,FALSE,5/3/2025 12:02:28,5/3/2025 12:28:03,Switch,********,Rebooted,20th Baisakh,"0 days, 00 hrs, 25 min",,Power,0.0177662037,7
17,mkhadichaur <->mbalefi [10G] || mkhadichaur <->mjalbire [10G],,5/3/2025 12:31:59,5/4/2025 15:05:49,Link Down,********,Unknown,20th Baisakh,"1 days, 02 hrs, 33 min"," Informed to Subash Jee and as per him, matter will be checked tomorrow only.",Unknown,1.106828704,1
18,mhariwan <->mmalangwa [20G],,5/3/2025 12:44:00,5/4/2025 12:33:00,Optical Power,********,Optical Power,20th Baisakh,"0 days, 23 hrs, 49 min","As per Digendra Ji, teams are on leave so, team will do the needful tomorrow only.",Fiber,0.9923611111,1
19,manamnagar <->mkamaladi [10G],,5/3/2025 12:46:44,5/3/2025 14:31:45,Link Down,********,Fiber Breakage,20th Baisakh,"0 days, 01 hrs, 45 min",Informed to Gongabu team . ,Fiber,0.07292824074,2
20,mairport-tia-wl-sw3,,5/3/2025 12:43:20,5/3/2025 13:53:13,Switch,********,Rebooted,20th Baisakh,"0 days, 01 hrs, 09 min",,Power,0.04853009259,26
21,et-3/0/5 Connected-to-mdhalkebar#Hu-0/1/0/0-LAG-BE11 at-mbal,,5/3/2025 12:57:20,5/3/2025 13:20:20,Link Flap,********,Link down,20th Baisakh,"0 days, 00 hrs, 23 min",,Fiber,0.01597222222,4
22,mbanepa <->msuryabinayak [10G],,5/3/2025 13:01:53,5/3/2025 13:12:34,Link Down,********,Optical Power,20th Baisakh,"0 days, 00 hrs, 10 min",,Fiber,0.007418981484,4
23,mtimure-sw1,FALSE,5/3/2025 13:42:45,5/3/2025 13:58:20,Switch,Highway PoP,Rebooted,20th Baisakh,"0 days, 00 hrs, 15 min",Call made to Rajkumar jee(9840182401) has not been responded so unable to verify power status now.  ,Power,0.01082175926,1
24,mkhawadanda-sw1,FALSE,5/3/2025 13:44:33,5/3/2025 13:56:33,Switch,Central Region,Rebooted,20th Baisakh,"0 days, 00 hrs, 12 min",,Power,0.008333333339,20
25,mbalaju <->msoaltee [100G],,5/3/2025 13:55:54,5/3/2025 16:50:55,Link Down,********,Fiber Breakage,20th Baisakh,"0 days, 02 hrs, 55 min",890m from Balaju pop .,Fiber,0.1215393519,2
26,mbardibas - mbirgunj-nea [200G],,5/3/2025 16:00:55,5/3/2025 22:14:00,Link Down,********,Fiber Breakage,20th Baisakh,"0 days, 06 hrs, 13 min",Informed to Digendra ji .,Fiber,0.2590856481,9
27,mhariwan - mmalanguwa [20G],,5/3/2025 16:00:55,5/4/2025 12:33:00,Link Down,********,Fiber Breakage,20th Baisakh,"0 days, 20 hrs, 32 min",Informed to Digendra ji .,Fiber,0.8556134259,1
28,mhariwan - mbardibas [40G],,5/3/2025 16:00:55,5/3/2025 22:15:00,Link Down,********,Fiber Breakage,20th Baisakh,"0 days, 06 hrs, 14 min",Informed to Digendra ji .,Fiber,0.2597800926,4
29,mjantilake-sw1,FALSE,5/3/2025 15:42:04,5/3/2025 17:37:39,Switch,Far Western Region,Manual Down/Weather,20th Baisakh,"0 days, 01 hrs, 55 min",,Manual Down,0.08026620371,13
30,mmanahari,FALSE,5/3/2025 16:30:13,5/3/2025 18:48:15,MPLS,Central Region,CT Line Issue/Backup Drained,20th Baisakh,"0 days, 02 hrs, 18 min",,Power,0.09585648148,6
31,mairport-tia-wl-sw3,,5/3/2025 17:03:13,5/3/2025 17:58:14,Switch,********,Unknown,20th Baisakh,"0 days, 00 hrs, 55 min",,Unknown,0.03820601851,26
32,mkurintar,FALSE,5/3/2025 17:46:13,5/3/2025 17:56:41,MPLS,Highway PoP,Rebooted,20th Baisakh,"0 days, 00 hrs, 10 min",,Power,0.007268518515,10
33,mrukumkot-sw1,FALSE,5/3/2025 17:08:24,5/4/2025 13:53:05,Switch,Far Western Region,Optical Power,20th Baisakh,"0 days, 20 hrs, 44 min",,Fiber,0.8643634259,10
34,mdaphelake-sw1,TRUE,5/3/2025 18:42:31,5/4/2025 6:04:02,Switch,Far Western Region,Full Solar POP,20th Baisakh,"0 days, 11 hrs, 21 min",,Power,0.473275463,20
35,msirdibas-sw1,TRUE,5/3/2025 18:13:26,5/4/2025 9:25:36,Switch,Gorkha NTA,Full Solar POP,20th Baisakh,"0 days, 15 hrs, 12 min",,Power,0.6334490741,30
