SN,MPLS/Switch,Full SOLAR POP,Down Time,Up Time,Type,Region,Reason/Issue,Date,Duration,Remarks(from mail if any),Category,,Down Count
76,mbouddha-sw1 <-> mchabahil,,6/1/2025 18:08:00,6/2/2025 10:50:00,Optical Power,********,Fiber Losses,18th Jestha,"0 days, 16 hrs, 42 min",Acknowledged Team will do the needful tomorrow,Fiber,0.6958333333,1
77,mgalyang,FALSE,6/1/2025 18:15:00,6/1/2025 19:30:28,MPLS,Western Region,Rebooted,18th Jestha,"0 days, 01 hrs, 15 min",,Power,0.05240740741,8
78,mbaluwatar-sw8,FALSE,6/1/2025 18:17:57,6/1/2025 18:33:32,Switch,********,Unknown,18th Jestha,"0 days, 00 hrs, 15 min",,Unknown,0.01082175926,1
79,mhetauda-warehouse-sw1,FALSE,6/1/2025 18:14:14,6/1/2025 18:39:49,Switch,Central Region,Unknown,18th Jestha,"0 days, 00 hrs, 25 min",,Unknown,0.01776620371,25
80,mdharke - mgalchi[10G],,6/1/2025 18:56:07,6/2/2025 18:46:09,Link Down,********,Fiber Issue,18th Jestha,"0 days, 23 hrs, 50 min","Under the Galchi-Dharke link, approximately 500 meters of fiber has been damaged at Simle due to an electric current. Since work cannot be carried out without shutting down the power in that area, we would like to inform you that the link cannot be restored today.",Fiber,0.9930787037,1
81,mdaphelake-sw1,TRUE,6/1/2025 18:45:03,6/2/2025 9:17:43,Switch,Far Western Region,Full Solar POP,18th Jestha,"0 days, 14 hrs, 32 min",,Power,0.6060185185,36
82,mkhalanga-sw1,FALSE,6/1/2025 19:14:00,6/1/2025 19:21:26,Switch,Far Western Region,Unknown,18th Jestha,"0 days, 00 hrs, 07 min",,Unknown,0.005162037036,57
83,mrampur-sw1,FALSE,6/1/2025 19:17:00,6/1/2025 21:19:15,Switch,Central Region,Rebooted,18th Jestha,"0 days, 02 hrs, 02 min",,Power,0.08489583334,9
84,mletang-sw1,FALSE,6/1/2025 20:03:00,6/2/2025 11:13:03,Switch,Eastern Region,Rebooted,18th Jestha,"0 days, 15 hrs, 10 min",,Power,0.6319791667,30
85,msankrantibazaar,,6/1/2025 20:21:21,6/1/2025 20:29:05,MPLS,********,Rebooted,18th Jestha,"0 days, 00 hrs, 07 min",,Power,0.005370370374,8
86,mdamak - mletang [10G],,6/1/2025 20:36:23,6/2/2025 11:11:38,Link Down,********,Fiber Breakage,18th Jestha,"0 days, 14 hrs, 35 min",,Fiber,0.6078125,1
87,mbelbari - mpathari [10G],,6/1/2025 20:36:23,6/2/2025 17:58:00,Link Down,********,Fiber Breakage,18th Jestha,"0 days, 21 hrs, 21 min",,Fiber,0.8900115741,1
88,mcharali-sw1,FALSE,6/1/2025 20:49:23,6/2/2025 11:59:52,Switch,Eastern Region,Fiber Breakage,18th Jestha,"0 days, 15 hrs, 10 min",,Fiber,0.6322800926,8
89,mbaishjangar-dls-sw1,FALSE,6/1/2025 20:46:15,6/2/2025 12:57:25,Switch,********,CT Line Issue,18th Jestha,"0 days, 16 hrs, 11 min",,Power,0.6744212963,6
90,mbhojpur-sw1,FALSE,6/1/2025 21:26:15,6/1/2025 21:34:15,Switch,Eastern Region,Unknown,18th Jestha,"0 days, 00 hrs, 08 min",,Unknown,0.005555555559,2
91,mrajbiraj <->mrupani - Pathauna-Route - [10G],,6/1/2025 21:38:35,6/6/2025 17:01:35,Link Down,********,Fiber Issue,18th Jestha,"4 days, 19 hrs, 23 min","As per jiyayul ji ,currently its raining over there so they will plan for optimization once Rainfall stops.",Fiber,4.807638889,1
92,mletang,FALSE,6/1/2025 21:39:28,6/2/2025 11:09:28,MPLS,Eastern Region,Fiber Issue,18th Jestha,"0 days, 13 hrs, 30 min",,Fiber,0.5625,6
93,mbirgunj-nea,FALSE,6/1/2025 21:31:07,6/1/2025 22:00:25,MPLS,Central Region,MCB Trip,18th Jestha,"0 days, 00 hrs, 29 min",,Power,0.02034722222,1
94,mgalchi <-> mbalaju [10G],,6/1/2025 22:01:07,6/1/2025 23:40:00,Link Flap,********,Unknown,18th Jestha,"0 days, 01 hrs, 38 min",,Unknown,0.06866898148,2
95,mkhawadanda-sw1,FALSE,6/1/2025 22:12:00,6/1/2025 22:14:00,Switch,Central Region,Rebooted,18th Jestha,"0 days, 00 hrs, 02 min",,Power,0.001388888886,27
96,mbirgunj-nea - mbardibas [200G],,6/1/2025 21:36:39,6/2/2025 6:30:38,Link Down,********,Fiber Losses,18th Jestha,"0 days, 08 hrs, 53 min","As per Digendar ji, team will do the needful tomorrow",Fiber,0.3708217593,3
97,mbirgunj-dls-sw1,FALSE,6/1/2025 21:37:25,6/1/2025 22:39:00,Switch,Central Region,Rebooted,18th Jestha,"0 days, 01 hrs, 01 min",,Power,0.0427662037,1
98,mkataridanda-sw1,FALSE,6/1/2025 21:39:29,6/2/2025 5:20:46,Switch,Eastern Region,Rebooted,18th Jestha,"0 days, 07 hrs, 41 min",,Power,0.3203356481,33
99,mparwanipur-sw1,FALSE,6/1/2025 21:39:16,6/1/2025 22:40:55,Switch,Central Region,Unknown,18th Jestha,"0 days, 01 hrs, 01 min",,Unknown,0.0428125,9
100,mchaukhutte-sw1,TRUE,6/1/2025 22:33:00,6/1/2025 22:35:00,Switch,Far Western Region,Rebooted,18th Jestha,"0 days, 00 hrs, 02 min",,Power,0.001388888886,18
101,mshivgunj-sw1,,6/1/2025 22:36:00,6/2/2025 15:16:21,Switch,********,CT Line Issue/Backup Drained,18th Jestha,"0 days, 16 hrs, 40 min",,Power,0.6946875,5
102,mhetauda-warehouse-sw1,FALSE,6/1/2025 22:35:24,6/1/2025 22:50:42,Switch,Central Region,Rebooted,18th Jestha,"0 days, 00 hrs, 15 min",,Power,0.010625,25
103,mdhulabari-sw1,FALSE,6/1/2025 21:42:06,6/2/2025 12:04:16,Switch,Eastern Region,Fiber Breakage,18th Jestha,"0 days, 14 hrs, 22 min",,Fiber,0.5987268519,8
104,mchaukhutte-sw1,TRUE,6/1/2025 22:59:00,6/1/2025 23:01:00,Switch,Far Western Region,Rebooted,18th Jestha,"0 days, 00 hrs, 02 min",,Power,0.001388888886,18
105,mholleri-sw1,FALSE,6/1/2025 23:00:58,6/2/2025 5:25:52,Switch,Western Region,Rebooted,18th Jestha,"0 days, 06 hrs, 24 min",,Power,0.2672916667,10
106,mkhawadanda-sw1,FALSE,6/1/2025 23:08:24,6/2/2025 6:34:26,Switch,Central Region,Rebooted,18th Jestha,"0 days, 07 hrs, 26 min",,Power,0.3097453704,27
107,msardi-sw1,FALSE,6/1/2025 23:10:00,6/1/2025 23:17:00,Switch,Western Region,Rebooted,18th Jestha,"0 days, 00 hrs, 07 min",,Power,0.004861111105,81
108,msankrantibazaar,,6/1/2025 23:12:00,6/2/2025 8:58:00,MPLS,********,Voltage Issue,18th Jestha,"0 days, 09 hrs, 46 min",,Power,0.4069444444,8
109,mjantilake-sw1,FALSE,6/1/2025 23:23:00,6/2/2025 5:03:00,Switch,Far Western Region,Rebooted,18th Jestha,"0 days, 05 hrs, 40 min",,Power,0.2361111111,22
1,mpulchowk-sw4,FALSE,6/2/2025 0:14:00,6/2/2025 9:38:19,Switch,********,SFP Issue,19th Jestha,"0 days, 09 hrs, 24 min",,Device,0.3918865741,1
2,mburtibang-sw1,FALSE,6/2/2025 0:17:00,6/2/2025 0:20:00,Switch,Western Region,Rebooted,19th Jestha,"0 days, 00 hrs, 03 min",,Power,0.002083333333,7
3,msardi-sw1,FALSE,6/2/2025 0:37:00,6/2/2025 0:42:00,Switch,Western Region,Rebooted,19th Jestha,"0 days, 00 hrs, 05 min",,Power,0.003472222226,81
4,msardi-sw1,FALSE,6/2/2025 0:56:00,6/2/2025 1:04:00,Switch,Western Region,Rebooted,19th Jestha,"0 days, 00 hrs, 08 min",,Power,0.005555555552,81
5,mlamki - mtikapur-dls-sw1 [10G],,6/2/2025 0:18:00,6/2/2025 13:59:00,CRC,********,SFP Issue,19th Jestha,"0 days, 13 hrs, 41 min",,Device,0.5701388889,1
6,mchaukhutte-sw1,TRUE,6/2/2025 1:37:00,6/2/2025 1:39:00,Switch,Far Western Region,Rebooted,19th Jestha,"0 days, 00 hrs, 02 min",,Power,0.001388888886,18
7,mdamak,FALSE,6/2/2025 2:19:00,6/2/2025 2:27:00,MPLS,Eastern Region,Rebooted,19th Jestha,"0 days, 00 hrs, 08 min",,Power,0.005555555552,4
8,msardi-sw1,FALSE,6/2/2025 2:27:00,6/2/2025 3:03:38,Switch,Western Region,Rebooted,19th Jestha,"0 days, 00 hrs, 36 min",,Power,0.02543981482,81
9,mdamak,FALSE,6/2/2025 3:25:13,6/2/2025 7:49:39,MPLS,Eastern Region,Rebooted,19th Jestha,"0 days, 04 hrs, 24 min",,Power,0.1836342593,4
10,mgalyang,FALSE,6/2/2025 3:12:00,6/2/2025 4:13:00,MPLS,Western Region,Rebooted,19th Jestha,"0 days, 01 hrs, 01 min",,Power,0.04236111111,8
11,mdatahub - mkamaladi [10G],,6/2/2025 3:10:00,6/3/2025 18:31:11,Link Down,********,Fiber Breakage,19th Jestha,"1 days, 15 hrs, 21 min",Team are still busy on Trap from Dataspace. We will update on this matter once the team gets managed.,Fiber,1.639710648,1
12,mlahan-office-sw1,FALSE,6/2/2025 4:11:00,6/2/2025 7:53:02,Switch,********,Rebooted,19th Jestha,"0 days, 03 hrs, 42 min",,Power,0.1541898148,4
13,msurunga-dls-sw1,FALSE,6/2/2025 4:14:00,6/2/2025 7:17:41,Switch,Eastern Region,Rebooted,19th Jestha,"0 days, 03 hrs, 03 min",,Power,0.1275578704,1
14,mjaleshwore,FALSE,6/2/2025 4:17:00,6/2/2025 4:41:00,MPLS,Central Region,Rebooted,19th Jestha,"0 days, 00 hrs, 24 min",,Power,0.01666666667,2
15,mrupani,FALSE,6/2/2025 4:33:00,6/2/2025 4:48:00,MPLS,Eastern Region,Rebooted,19th Jestha,"0 days, 00 hrs, 15 min",,Power,0.01041666666,1
16,mghorahi,FALSE,6/2/2025 4:32:00,6/2/2025 5:19:00,MPLS,Far Western Region,Rebooted,19th Jestha,"0 days, 00 hrs, 47 min",,Power,0.03263888889,11
17,mjumlabazaar-sw1,TRUE,6/2/2025 3:00:50,6/2/2025 7:43:02,Switch,Far Western Region,Rebooted,19th Jestha,"0 days, 04 hrs, 42 min",,Power,0.1959722222,25
18,mgeetanagar-dls-sw1,FALSE,6/2/2025 5:26:00,6/2/2025 12:07:10,Switch,Central Region,CT Line Issue,19th Jestha,"0 days, 06 hrs, 41 min",,Power,0.278587963,1
19,mrajgadh-sw1,FALSE,6/2/2025 5:30:00,6/2/2025 5:33:00,Switch,Eastern Region,Rebooted,19th Jestha,"0 days, 00 hrs, 03 min",,Power,0.002083333333,3
20,Links Flap from mdataspace,,6/2/2025 6:45:00,6/2/2025 22:00:00,Link Flap,********,Link Flap,19th Jestha,"0 days, 15 hrs, 15 min",,Link Issue,0.6354166667,1
21,mkalikot-sw1,FALSE,6/2/2025 6:48:26,6/2/2025 8:48:00,Switch,Far Western Region,Rebooted,19th Jestha,"0 days, 01 hrs, 59 min",,Power,0.08303240741,7
22,mpathari,FALSE,6/2/2025 7:49:09,6/2/2025 9:29:00,MPLS,Eastern Region,Rebooted,19th Jestha,"0 days, 01 hrs, 39 min",,Power,0.06934027778,4
23,mburtibang-sw1,FALSE,6/2/2025 7:53:00,6/2/2025 9:03:00,Switch,Western Region,Rebooted,19th Jestha,"0 days, 01 hrs, 10 min",,Power,0.04861111111,7
24,mkerkha-sw1,FALSE,6/2/2025 7:59:31,6/2/2025 13:06:02,Switch,Eastern Region,Rebooted,19th Jestha,"0 days, 05 hrs, 06 min",,Power,0.2128587963,3
25,mbaitadibazaar,FALSE,6/2/2025 8:03:32,6/2/2025 8:57:37,MPLS,********,Unknown,19th Jestha,"0 days, 00 hrs, 54 min",,Unknown,0.03755787037,29
26,mdarchulabazar,,6/2/2025 8:08:08,6/2/2025 8:58:09,MPLS,********,Unknown,19th Jestha,"0 days, 00 hrs, 50 min",,Unknown,0.0347337963,2
27,mkakarvita-sw1,FALSE,6/1/2025 21:42:06,6/2/2025 11:57:08,Switch,Eastern Region,Uplink issue,19th Jestha,"0 days, 14 hrs, 15 min",,Fiber,0.5937731481,8
28,mjamune-sw1,FALSE,6/2/2025 9:33:37,6/2/2025 9:55:47,Switch,Highway PoP,CT Line Issue,19th Jestha,"0 days, 00 hrs, 22 min",,Power,0.01539351852,18
29,mhetauda-warehouse-sw1,FALSE,6/2/2025 9:50:40,6/2/2025 13:15:00,Switch,Central Region,Fiber Breakage,19th Jestha,"0 days, 03 hrs, 24 min",,Fiber,0.1418981481,25
30,mkhawadanda-sw1,FALSE,6/2/2025 10:14:26,6/2/2025 11:49:27,Switch,Central Region,Rebooted,19th Jestha,"0 days, 01 hrs, 35 min",,Power,0.0659837963,27
31,mdhalkebar-mbal [100G] || mbal-mdhumbarahi,,6/2/2025 10:18:00,6/2/2025 10:18:00,Link Flap,********,Unknown,19th Jestha,"0 days, 00 hrs, 00 min",,Unknown,0,1
32,mpyuthan-sw1,TRUE,6/2/2025 10:21:17,6/3/2025 10:47:00,Switch,Western Region,Techmind issue,19th Jestha,"1 days, 00 hrs, 25 min","Currently task could not be started as downtime needed is 1 hour. So, I have informed Amar-ji to coordinate with Techminds team and provide the possible time for link maintenance.",Fiber,1.017858796,2
33,msankrantibazaar,,6/2/2025 10:31:52,6/2/2025 10:48:00,MPLS,********,CT Line Issue,19th Jestha,"0 days, 00 hrs, 16 min",,Power,0.0112037037,8
34,marghakhanchi <->mridi [10G] -TM Fiber,,6/2/2025 10:20:07,6/3/2025 9:53:00,Link Down,********,Fiber Breakage,19th Jestha,"0 days, 23 hrs, 32 min","As per Amar ji, the IP NOC team has given us time to for tomorrow morning 7am for work",Fiber,0.9811689815,2
35,mnepalgunj,FALSE,6/2/2025 11:08:00,6/2/2025 11:12:00,MPLS,Far Western Region,Rebooted,19th Jestha,"0 days, 00 hrs, 04 min",,Power,0.00277777778,4
36,msankrantibazaar,,6/2/2025 11:47:00,6/2/2025 13:52:54,MPLS,********,CT Line Issue,19th Jestha,"0 days, 02 hrs, 05 min",,Power,0.08743055556,8
37,mdandagaun-sw1,FALSE,6/2/2025 10:40:09,6/2/2025 16:17:29,Switch,Central Region,Rebooted,19th Jestha,"0 days, 05 hrs, 37 min",,Power,0.2342592593,16
38,mteku - mthamel,,6/2/2025 12:23:00,6/2/2025 12:23:00,Link Down,********,Link Decommissioned,19th Jestha,"0 days, 00 hrs, 00 min",Still team are unable to work on it. Team will look on it after any further notice shared to us.,Link Decommissioned,0,1
39,murlabari-dls-sw1,FALSE,6/2/2025 12:33:00,6/2/2025 13:03:31,Switch,Eastern Region,Rebooted,19th Jestha,"0 days, 00 hrs, 30 min",,Power,0.02119212963,5
40,mpathari,FALSE,6/2/2025 12:52:11,6/2/2025 15:21:32,MPLS,Eastern Region,Rebooted,19th Jestha,"0 days, 02 hrs, 29 min",,Power,0.1037152778,4
41,mairport-tia-wl-sw3,,6/2/2025 12:47:22,6/2/2025 14:37:41,Switch,********,Unknown,19th Jestha,"0 days, 01 hrs, 50 min",,Unknown,0.0766087963,27
42,msafebager-sw1,FALSE,6/2/2025 13:00:00,6/2/2025 13:12:00,Losses/Latency,Far Western Region,Losses,19th Jestha,"0 days, 00 hrs, 12 min",,Fiber,0.008333333339,7
43,mdataspace,FALSE,6/2/2025 13:17:43,6/2/2025 13:24:00,MPLS,Central Region,Manual Reboot,19th Jestha,"0 days, 00 hrs, 06 min",,Power,0.004363425927,7
44,mbaishjangar-dls-sw1,FALSE,6/2/2025 13:07:25,6/2/2025 13:43:00,Switch,********,Rebooted,19th Jestha,"0 days, 00 hrs, 35 min",,Power,0.02471064815,6
45,murlabari-dls-sw1,FALSE,6/2/2025 13:17:13,6/2/2025 18:58:55,Switch,Eastern Region,Rebooted,19th Jestha,"0 days, 05 hrs, 41 min","As per ujit sir, team is busy today so not possible, will look into the issue tomorrow.",Power,0.2372916667,5
46,mthankot,FALSE,6/2/2025 13:36:54,6/2/2025 17:07:22,MPLS,********,Fiber Breakage,19th Jestha,"0 days, 03 hrs, 30 min",,Fiber,0.1461574074,1
47,mitahari <->mbelbari [20G],,6/2/2025 13:53:09,6/2/2025 13:59:26,Link Down,********,Fiber Breakage,19th Jestha,"0 days, 00 hrs, 06 min","As per om ji, Link will be maintained by late evening",Fiber,0.004363425927,1
48,msurunga-dls-sw1 - mbirtamode [10G],,6/2/2025 15:13:09,6/2/2025 15:35:41,Link Down,********,Unknown,19th Jestha,"0 days, 00 hrs, 22 min",,Unknown,0.01564814815,2
49,mcharali-sw1,FALSE,6/2/2025 15:29:52,6/2/2025 18:52:02,Switch,Eastern Region,Fiber Breakage,19th Jestha,"0 days, 03 hrs, 22 min",,Fiber,0.1403935185,8
50,mbal - mchabahil [100G],,6/2/2025 15:30:00,6/2/2025 15:50:00,Link Flap,********,Unknown,19th Jestha,"0 days, 00 hrs, 20 min",,Unknown,0.01388888888,4
51,mdhalkebar - mjanakpur [10G],,6/2/2025 15:45:33,6/12/2025 13:00:04,Link Down,********,Fiber Issue,19th Jestha,"9 days, 21 hrs, 14 min",Still goods are not being available at store . ,Fiber,9.885081019,1
52,mekaltar - msitapaila-ramkot-sw1 [10G],,6/2/2025 15:42:37,6/3/2025 10:08:00,Link Down,********,Fiber Breakage,19th Jestha,"0 days, 18 hrs, 25 min",Team is busy with another task Team will do the needful tomorrow ,Fiber,0.7676273148,1
53,mdataspace,FALSE,6/2/2025 15:43:01,6/2/2025 16:15:28,MPLS,Central Region,Rebooted,19th Jestha,"0 days, 00 hrs, 32 min",,Power,0.02253472222,7
54,mhaleshi-sw1,FALSE,6/2/2025 15:52:30,6/2/2025 18:10:44,Switch,Eastern Region,Unknown,19th Jestha,"0 days, 02 hrs, 18 min",,Unknown,0.09599537037,26
55,mletang,FALSE,6/2/2025 15:59:28,6/2/2025 16:41:04,MPLS,Eastern Region,Rebooted,19th Jestha,"0 days, 00 hrs, 41 min",,Power,0.02888888889,6
56,mitahari <->mdamak [30G],,6/2/2025 15:14:19,6/2/2025 16:29:19,Link Down,********,Unknown,19th Jestha,"0 days, 01 hrs, 15 min",,Unknown,0.05208333333,2
57,msankrantibazaar,,6/2/2025 16:05:19,6/2/2025 17:08:54,MPLS,********,CT Line Issue,19th Jestha,"0 days, 01 hrs, 03 min",,Power,0.04415509259,8
58,mpathari,FALSE,6/2/2025 16:26:26,6/2/2025 17:51:25,MPLS,Eastern Region,CT Line Issue,19th Jestha,"0 days, 01 hrs, 24 min",,Power,0.0590162037,4
59,mdhulabari-sw1,FALSE,6/2/2025 15:34:16,6/2/2025 18:55:46,Switch,Eastern Region,Fiber Breakage,19th Jestha,"0 days, 03 hrs, 21 min","As per Bijay ji, Link is down due to fiber breakage at Charaali Team is working for the same.",Fiber,0.1399305556,8
60,mbal <-> mdatahub [100G] - Kalopool-Fiber-Route,,6/2/2025 17:20:16,6/2/2025 20:29:00,Link Flap,********,Link Flap,19th Jestha,"0 days, 03 hrs, 08 min",Informed to kundan ji,Link Issue,0.1310648148,8
61,mairport-tia-wl-sw3,,6/2/2025 17:17:39,6/2/2025 18:07:38,Switch,********,Unknown,19th Jestha,"0 days, 00 hrs, 49 min",,Unknown,0.03471064815,27
62,mdataspace,FALSE,6/2/2025 17:39:39,6/2/2025 17:41:50,MPLS,Central Region,Unknown,19th Jestha,"0 days, 00 hrs, 02 min",,Unknown,0.001516203702,7
63,msirdibas-sw1,TRUE,6/2/2025 17:51:08,6/3/2025 7:43:18,Switch,Gorkha NTA,Full Solar POP,19th Jestha,"0 days, 13 hrs, 52 min",,Power,0.5778935185,33
64,mdaphelake-sw1,TRUE,6/2/2025 18:50:16,6/3/2025 6:40:42,Switch,Far Western Region,Rebooted,19th Jestha,"0 days, 11 hrs, 50 min",,Power,0.4933564815,36
65,Tata-Mumbai-[100G]-Raxaul-path-via-pss32-brj-01#1-13-C1-thru-Gorakhpur-NCS - mbirgunj-nea,,6/2/2025 19:04:16,6/2/2025 19:04:16,Link Down,********,Uplink issue,19th Jestha,"0 days, 00 hrs, 00 min",We are coordinating and update you accordingly.,Fiber,0,1
66,murlabari-dls-sw1,FALSE,6/2/2025 19:36:16,6/2/2025 19:58:13,Switch,Eastern Region,Rebooted,19th Jestha,"0 days, 00 hrs, 21 min",,Power,0.01524305555,5
67,msardi-sw1,FALSE,6/2/2025 19:50:13,6/2/2025 20:02:04,Switch,Western Region,Rebooted,19th Jestha,"0 days, 00 hrs, 11 min",,Power,0.008229166669,81
68,mkhalanga-sw1,FALSE,6/2/2025 19:24:01,6/2/2025 19:26:20,Switch,Far Western Region,Unknown,19th Jestha,"0 days, 00 hrs, 02 min",,Unknown,0.001608796301,57
69,mfaparbari-sw1,FALSE,6/2/2025 21:25:33,6/3/2025 17:07:44,Switch,Central Region,CT Line Issue,19th Jestha,"0 days, 19 hrs, 42 min","We don't have local support there so, Ram will move on the task on tomorrow.",Power,0.8209606481,28
70,msardi-sw1,FALSE,6/2/2025 22:39:21,6/3/2025 2:53:57,Switch,Western Region,Rebooted,19th Jestha,"0 days, 04 hrs, 14 min",,Power,0.1768055556,81
71,mholleri-sw1,FALSE,6/2/2025 22:55:53,6/3/2025 4:58:05,Switch,Western Region,Rebooted,19th Jestha,"0 days, 06 hrs, 02 min",,Power,0.2515277778,10
72,mkataridanda-sw1,FALSE,6/2/2025 23:19:37,6/3/2025 6:45:00,Switch,Eastern Region,Rebooted,19th Jestha,"0 days, 07 hrs, 25 min",,Power,0.3092939815,33
73,mokhaldhunga-sw1,FALSE,6/2/2025 23:22:50,6/3/2025 0:08:25,Switch,Eastern Region,Unknown,19th Jestha,"0 days, 00 hrs, 45 min",,Unknown,0.03165509259,2
74,subisu-dls-sw2,FALSE,6/2/2025 23:27:56,6/3/2025 8:00:09,Switch,********,Unknown,19th Jestha,"0 days, 08 hrs, 32 min",,Unknown,0.3557060185,1
1,mbrt-custom-sw1,FALSE,6/3/2025 0:52:59,6/3/2025 9:01:13,Switch,Eastern Region,Rebooted,20th Jestha,"0 days, 08 hrs, 08 min",,Power,0.3390509259,6
2,mchaukhutte-sw1,TRUE,6/3/2025 1:01:32,6/3/2025 6:43:00,Switch,Far Western Region,Rebooted,20th Jestha,"0 days, 05 hrs, 41 min",,Power,0.2371296296,18
3,mjumlabazaar-sw1,TRUE,6/3/2025 1:40:31,6/3/2025 7:32:41,Switch,Far Western Region,Full Solar POP,20th Jestha,"0 days, 05 hrs, 52 min",,Power,0.2445601852,25
4,mokhrabudanda-sw1,TRUE,6/3/2025 2:04:48,6/3/2025 7:07:00,Switch,Eastern Region,Unknown,20th Jestha,"0 days, 05 hrs, 02 min",,Unknown,0.2098611111,2
5,mdataspace - mdatahub || mdataspace - mkamaladi-ncs,,6/3/2025 5:23:56,6/3/2025 5:23:56,Link Flap,********,Link Flap,20th Jestha,"0 days, 00 hrs, 00 min",,Link Issue,0,1
6,mburtibang-sw1,FALSE,6/3/2025 5:26:32,6/3/2025 5:26:32,Switch,Western Region,Rebooted,20th Jestha,"0 days, 00 hrs, 00 min",,Power,0,7
7,mbaluwatar-dls-sw2,FALSE,6/3/2025 7:37:00,6/3/2025 7:43:00,Switch,********,Rebooted,20th Jestha,"0 days, 00 hrs, 06 min",,Power,0.004166666666,1
8,mbaluwatar-sw1,FALSE,6/3/2025 7:41:00,6/3/2025 7:43:00,Switch,********,Rebooted,20th Jestha,"0 days, 00 hrs, 02 min",,Power,0.001388888886,1
9,mswitchatar - mekaltar [10G],,6/3/2025 9:04:00,6/3/2025 10:05:00,Link Down,********,Fiber Breakage,20th Jestha,"0 days, 01 hrs, 01 min",,Fiber,0.04236111111,1
10,mchabahil - msundarijal,,6/3/2025 8:45:00,6/3/2025 13:58:00,Link Down,********,Fiber Breakage,20th Jestha,"0 days, 05 hrs, 13 min",,Fiber,0.2173611111,1
11,maarubari-dls-sw1 - mjorpati-dls-sw1 [10G],,6/3/2025 8:45:00,6/3/2025 13:07:00,Link Down,********,Fiber Breakage,20th Jestha,"0 days, 04 hrs, 22 min",,Fiber,0.1819444444,1
12,mdhusel-sw1,FALSE,6/3/2025 10:20:00,6/3/2025 10:28:00,Losses/Latency,Makawanpur NTA,Configuration Change,20th Jestha,"0 days, 00 hrs, 08 min",,Wireless,0.005555555559,8
13,mbijuwar-sw1,FALSE,6/2/2025 10:21:33,6/2/2025 10:47:00,Switch,Western Region,Radio Rebooted/Soft,20th Jestha,"0 days, 00 hrs, 25 min",,Wireless,0.01767361111,1
14,mnewroad,FALSE,6/2/2025 10:26:00,6/2/2025 11:24:00,MPLS,Central Region,Unknown,20th Jestha,"0 days, 00 hrs, 58 min",,Unknown,0.04027777778,1
15,mshivgunj-sw1,,6/2/2025 10:36:00,6/3/2025 11:49:00,Switch,********,Rebooted,20th Jestha,"1 days, 01 hrs, 13 min",,Power,1.050694444,5
16,mbrt - mduhabi[100G],,6/2/2025 11:36:00,6/3/2025 18:52:09,Link Down,********,Fiber Breakage,20th Jestha,"1 days, 07 hrs, 16 min"," As per Phadindra Jee, team already forwarded by Plus team. ETR not mentioned.",Fiber,1.302881944,1
17,mdhulabari-sw1,FALSE,6/2/2025 11:34:00,6/2/2025 13:02:00,Switch,Eastern Region,Routed,20th Jestha,"0 days, 01 hrs, 28 min",,Fiber,0.06111111111,8
18,Mahajgunj-Sukedhara,,6/2/2025 11:28:00,6/3/2025 4:53:00,Link Down,********,Fiber Breakage,20th Jestha,"0 days, 17 hrs, 25 min",We will test the link tonight by sending traffic and update the status.,Fiber,0.7256944444,1
19,mcharali-sw1,FALSE,6/2/2025 11:34:00,6/3/2025 13:25:00,Switch,Eastern Region,Pole shifting,20th Jestha,"1 days, 01 hrs, 51 min",,Fiber,1.077083333,8
20,mbhandara <-> mmanahari [10G],,6/3/2025 12:25:34,6/3/2025 13:28:00,Link Down,********,Fiber Breakage,20th Jestha,"0 days, 01 hrs, 02 min",,Fiber,0.04335648148,2
21,mchabahil <-> mdhumbarahi-wsn [10G],,6/3/2025 12:45:28,6/3/2025 13:55:29,Link Down,********,Fiber Issue,20th Jestha,"0 days, 01 hrs, 10 min",,Fiber,0.04862268518,1
22,mridi,FALSE,6/3/2025 12:56:11,6/3/2025 13:09:00,MPLS,Western Region,Rebooted,20th Jestha,"0 days, 00 hrs, 12 min",,Power,0.00890046297,57
23,mbirtamode-sw1-mdhulabari-sw1,,6/2/2025 11:34:00,6/3/2025 13:25:00,Link Down,********,Pole shifting,20th Jestha,"1 days, 01 hrs, 51 min",,Fiber,1.077083333,2
24,mbalefi <->mdolalghat [10G],,6/3/2025 13:55:37,6/3/2025 17:55:38,Link Down,********,Fiber Breakage,20th Jestha,"0 days, 04 hrs, 00 min","As per Pradip Jee, There is fiber breakages issue at dolalghat bazaar and team is working for the same.ETR 1-2 hours.",Fiber,0.1666782407,1
25,marghakhanchi <->mridi [10G] -TM Fiber,,6/3/2025 14:17:13,6/3/2025 16:13:13,Link Down,********,Techmind issue,20th Jestha,"0 days, 01 hrs, 56 min",We have informed to TM.,Fiber,0.08055555555,2
26,mbirgunj-nea <-> mbardibas [200G],,6/3/2025 14:23:00,6/3/2025 14:50:00,Link Flap,********,Link down,20th Jestha,"0 days, 00 hrs, 27 min","As per manoj ji, team is busy with another task at the moment after completing task team will look into the issue",Fiber,0.01875,3
27,mpathari <->mbelbari [10G],,6/3/2025 14:40:00,7/4/2025 23:06:00,Optical Power,********,Optical Power,20th Jestha,"31 days, 08 hrs, 26 min","As per Om jee, Optical power maintained as much as possible.",Fiber,31.35138889,1
28,mteku <-> mnewroad [10G],,6/3/2025 15:00:00,6/3/2025 16:26:55,Optical Power,********,Optical Power,20th Jestha,"0 days, 01 hrs, 26 min",,Fiber,0.0603587963,1
